Ticket_ID,llm_score
TKT-111309,2
TKT-110866,0
TKT-108384,0
TKT-115489,0
TKT-117366,1
TKT-119226,0
TKT-119337,0
TKT-109819,1
TKT-116130,0
TKT-104260,0
TKT-103896,3
TKT-116848,0
TKT-101349,2
TKT-117636,0
TKT-112572,0
TKT-111820,0
TKT-103777,2
TKT-117239,0
TKT-103740,0
TKT-114746,3
TKT-104050,1
TKT-118799,0
TKT-107705,1
TKT-112963,0
TKT-102762,3
TKT-103581,0
TKT-107105,2
TKT-106372,2
TKT-114661,2
TKT-116922,2
TKT-105062,0
TKT-103602,2
TKT-112888,0
TKT-106948,2
TKT-107756,2
TKT-109638,2
TKT-111656,0
TKT-109212,1
TKT-108897,0
TKT-111856,0
TKT-117357,2
TKT-110435,2
TKT-112007,0
TKT-109761,1
TKT-117751,0
TKT-110766,0
TKT-109574,3
TKT-106017,0
TKT-111621,0
TKT-102956,2
TKT-119441,2
TKT-109670,0
TKT-105409,0
TKT-109611,0
TKT-107520,2
TKT-101103,0
TKT-111668,1
TKT-113142,2
TKT-116504,1
TKT-104690,0
TKT-101558,2
TKT-111904,0
TKT-102488,3
TKT-118304,0
TKT-118674,0
TKT-103523,0
TKT-104542,0
TKT-114371,0
TKT-103400,0
TKT-115386,0
TKT-119696,0
TKT-111117,0
TKT-111118,3
TKT-102272,0
TKT-102374,3
TKT-110844,0
TKT-114786,0
TKT-117179,0
TKT-115543,2
TKT-109843,2
TKT-100292,0
TKT-111028,2
TKT-102870,0
TKT-113005,0
TKT-109964,1
TKT-114791,0
TKT-117722,2
TKT-118910,0
TKT-119125,3
TKT-116202,0
TKT-114370,0
TKT-118822,0
TKT-104879,0
TKT-116734,2
TKT-110542,2
TKT-119138,0
TKT-117193,0
TKT-110420,2
TKT-113533,2
TKT-104418,0
TKT-110002,0
TKT-115391,0
TKT-116152,0
TKT-112650,0
TKT-100356,2
TKT-100686,0
TKT-104584,2
TKT-100837,3
TKT-107013,2
TKT-108458,1
TKT-111297,2
TKT-111848,0
TKT-110198,2
TKT-101726,3
TKT-119084,2
TKT-117057,0
TKT-102362,0
TKT-115437,0
TKT-103179,0
TKT-110284,2
TKT-116847,2
TKT-111525,2
TKT-115766,0
TKT-104223,0
TKT-118882,2
TKT-111316,2
TKT-109633,2
TKT-107379,0
TKT-108101,2
TKT-109858,0
TKT-110940,0
TKT-106967,2
TKT-106166,2
TKT-106461,2
TKT-103061,0
TKT-100889,2
TKT-100966,1
TKT-110481,0
TKT-113850,2
TKT-101963,0
TKT-109850,1
TKT-109319,0
TKT-115010,0
TKT-108353,0
TKT-119578,0
TKT-109508,2
TKT-116678,2
TKT-119785,3
TKT-112838,0
TKT-102835,0
TKT-109735,2
TKT-110005,2
TKT-107213,0
TKT-116026,2
TKT-116003,0
TKT-102268,1
TKT-103770,0
TKT-112440,0
TKT-115435,2
TKT-100132,2
TKT-110131,2
TKT-100581,2
TKT-119045,0
TKT-109716,0
TKT-114447,0
TKT-106839,0
TKT-100393,2
TKT-110218,0
TKT-106558,2
TKT-109301,0
TKT-113012,0
TKT-103928,0
TKT-113613,0
TKT-108401,2
TKT-104036,0
TKT-118831,0
TKT-112978,0
TKT-108183,2
TKT-110469,0
TKT-100225,2
TKT-104211,0
TKT-119354,2
TKT-106777,0
TKT-104613,0
TKT-112425,0
TKT-115480,0
TKT-108593,0
TKT-111517,0
TKT-112460,0
TKT-116869,2
TKT-119462,0
TKT-114045,0
TKT-105008,2
TKT-112621,0
TKT-103403,3
TKT-103515,0
TKT-103883,2
TKT-119559,2
TKT-106755,0
TKT-114034,2
TKT-102908,0
TKT-116604,0
TKT-104261,1
TKT-108071,0
TKT-102423,0
TKT-114328,0
TKT-105264,0
TKT-114898,2
TKT-106163,0
TKT-103548,0
TKT-113075,0
TKT-118699,2
TKT-115117,2
TKT-119367,1
TKT-107548,0
TKT-113062,3
TKT-119256,2
TKT-119879,0
TKT-101159,0
TKT-106895,0
TKT-105501,3
TKT-108047,2
TKT-100809,1
TKT-117180,2
TKT-102650,1
TKT-112074,0
TKT-119913,3
TKT-108789,0
TKT-103190,1
TKT-103620,2
TKT-109894,0
TKT-117390,0
TKT-103650,0
TKT-111508,0
TKT-116834,0
TKT-116067,0
TKT-104070,0
TKT-108290,2
TKT-101394,0
TKT-105976,0
TKT-103370,0
TKT-119426,0
TKT-111782,0
TKT-118039,2
TKT-116551,0
TKT-115210,0
TKT-115207,2
TKT-101054,0
TKT-113561,0
TKT-114195,2
TKT-116561,0
TKT-116050,1
TKT-108856,0
TKT-116175,0
TKT-107903,3
TKT-101736,0
TKT-101568,1
TKT-100462,2
TKT-100743,2
TKT-108414,0
TKT-116064,0
TKT-103994,0
TKT-115297,0
TKT-108817,1
TKT-109308,1
TKT-110654,2
TKT-106284,0
TKT-113326,0
TKT-118342,2
TKT-119539,0
TKT-117767,2
TKT-105494,0
TKT-113599,0
TKT-117292,3
TKT-108648,2
TKT-110471,3
TKT-116036,0
TKT-104335,2
TKT-116372,0
TKT-114848,0
TKT-112536,0
TKT-119090,0
TKT-105114,0
TKT-107174,0
TKT-108587,2
TKT-119801,0
TKT-105212,0
TKT-103641,0
TKT-109952,0
TKT-109034,0
TKT-118804,0
TKT-100021,3
TKT-103718,0
TKT-102902,0
TKT-116360,0
TKT-114979,0
TKT-105534,0
TKT-112235,0
TKT-111042,0
TKT-100779,2
TKT-111941,0
TKT-107420,2
TKT-114603,0
TKT-113509,0
TKT-106528,1
TKT-103431,0
TKT-119454,0
TKT-119058,2
TKT-111438,1
TKT-114498,0
TKT-104259,0
TKT-104725,0
TKT-101469,0
TKT-112368,2
TKT-119481,3
TKT-118617,2
TKT-113855,2
TKT-117652,1
TKT-116454,2
TKT-108424,0
TKT-100368,0
TKT-118365,0
TKT-109607,0
TKT-114997,0
TKT-109491,2
TKT-100064,0
TKT-104210,0
TKT-115595,2
TKT-113263,1
TKT-115557,0
TKT-101721,2
TKT-116657,0
TKT-105324,0
TKT-104060,0
TKT-107280,0
TKT-110683,1
TKT-101824,0
TKT-115234,0
TKT-114399,1
TKT-102355,2
TKT-117803,0
TKT-117472,2
TKT-103232,0
TKT-116806,1
TKT-101918,2
TKT-114261,0
TKT-101569,1
TKT-101831,0
TKT-108539,0
TKT-101242,0
TKT-119755,0
TKT-109351,0
TKT-111776,2
TKT-111342,2
TKT-104656,0
TKT-112049,1
TKT-108998,0
TKT-113213,2
TKT-111936,0
TKT-111911,0
TKT-101325,2
TKT-108343,0
TKT-118263,0
TKT-116250,0
TKT-108893,0
TKT-104859,2
TKT-107490,0
TKT-117871,0
TKT-119370,0
TKT-112643,2
TKT-101222,0
TKT-101777,2
TKT-118475,2
TKT-119645,0
TKT-114659,0
TKT-117227,2
TKT-111133,2
TKT-113771,3
TKT-112194,0
TKT-108701,0
TKT-117814,1
TKT-106400,0
TKT-116758,2
TKT-100748,0
TKT-107271,0
TKT-105246,0
TKT-101259,2
TKT-107173,0
TKT-101888,1
TKT-111386,0
TKT-100711,3
TKT-119148,0
TKT-116775,0
TKT-115168,1
TKT-107937,0
TKT-104808,2
TKT-103329,2
TKT-103293,0
TKT-117207,0
TKT-112247,1
TKT-103845,0
TKT-105551,0
TKT-115128,1
TKT-108296,3
TKT-112203,0
TKT-101794,0
TKT-116770,0
TKT-105917,0
TKT-116704,2
TKT-111902,2
TKT-105024,0
TKT-101658,0
TKT-100212,0
TKT-116613,0
TKT-113196,0
TKT-104419,1
TKT-119461,2
TKT-105193,2
TKT-109551,1
TKT-108526,0
TKT-102166,2
TKT-103110,0
TKT-100792,2
TKT-100233,0
TKT-113940,2
TKT-112648,0
TKT-116839,2
TKT-100209,0
TKT-109330,0
TKT-113687,2
TKT-117949,0
TKT-104498,0
TKT-111597,0
TKT-109505,0
TKT-102413,0
TKT-106598,0
TKT-115713,0
TKT-112926,0
TKT-111014,0
TKT-100834,0
TKT-109063,0
TKT-108074,0
TKT-112633,0
TKT-109455,0
TKT-109810,2
TKT-106035,0
TKT-110606,2
TKT-101220,0
TKT-109957,0
TKT-111659,0
TKT-106552,0
TKT-111375,0
TKT-101387,0
TKT-102001,1
TKT-105609,0
TKT-104581,0
TKT-117393,0
TKT-115321,0
TKT-102523,0
TKT-115511,1
TKT-107259,2
TKT-118794,0
TKT-114817,2
TKT-103078,0
TKT-107460,2
TKT-119710,1
TKT-115533,0
TKT-104782,1
TKT-113524,2
TKT-104381,2
TKT-117246,2
TKT-111712,0
TKT-113485,0
TKT-106404,0
TKT-107642,0
TKT-108067,0
TKT-106452,0
TKT-115657,0
TKT-102165,0
TKT-108809,1
TKT-119824,0
TKT-103803,0
TKT-111687,2
TKT-118069,3
TKT-114514,0
TKT-110618,0
TKT-114894,0
TKT-114601,0
TKT-118927,0
TKT-107637,0
TKT-110122,2
TKT-110196,3
TKT-114919,0
TKT-110619,0
TKT-111239,1
TKT-113086,0
TKT-101386,0
TKT-117699,0
TKT-115420,0
TKT-111823,2
TKT-113445,2
TKT-114977,0
TKT-103095,0
TKT-116200,0
TKT-103285,0
TKT-109930,2
TKT-116240,0
TKT-112691,2
TKT-107847,2
TKT-101313,3
TKT-110085,2
TKT-112519,2
TKT-108420,0
TKT-111095,0
TKT-118700,0
TKT-113745,0
TKT-117409,3
TKT-111245,0
TKT-109631,0
TKT-105072,0
TKT-109373,0
TKT-118529,0
TKT-116055,0
TKT-114508,2
TKT-102269,0
TKT-113291,2
TKT-113412,3
TKT-112555,0
TKT-116318,2
TKT-108598,0
TKT-101422,1
TKT-118165,0
TKT-119192,2
TKT-113039,0
TKT-113235,0
TKT-119651,2
TKT-110306,1
TKT-118859,0
TKT-101541,0
TKT-111631,0
TKT-107262,0
TKT-110794,0
TKT-115190,0
TKT-104607,3
TKT-116750,2
TKT-108434,2
TKT-107111,0
TKT-105538,0
TKT-104466,0
TKT-116760,3
TKT-117644,0
TKT-109037,0
TKT-110203,2
TKT-109475,3
TKT-109284,0
TKT-112051,0
TKT-115676,2
TKT-117095,3
TKT-106123,2
TKT-108563,0
TKT-103771,0
TKT-101109,2
TKT-104655,0
TKT-116329,1
TKT-109230,0
TKT-117414,0
TKT-108212,0
TKT-117881,0
TKT-108266,3
TKT-107095,0
TKT-109126,3
TKT-116022,2
TKT-109918,0
TKT-116636,0
TKT-109096,0
TKT-101737,0
TKT-116672,1
TKT-111912,2
TKT-100561,0
TKT-112543,0
TKT-103345,3
TKT-111492,3
TKT-109354,0
TKT-109628,0
TKT-108314,0
TKT-109719,2
TKT-118748,0
TKT-117104,2
TKT-118809,2
TKT-100058,1
TKT-114590,0
TKT-113477,1
TKT-108405,2
TKT-110483,2
TKT-104179,2
TKT-113468,0
TKT-115681,0
TKT-103690,2
TKT-101649,0
TKT-104636,0
TKT-102510,0
TKT-119376,2
TKT-115390,0
TKT-100938,0
TKT-100395,2
TKT-119809,0
TKT-116911,0
TKT-110339,1
TKT-114254,0
TKT-103870,0
TKT-110174,0
TKT-119529,0
TKT-102907,1
TKT-110292,0
TKT-117535,2
TKT-105993,0
TKT-114987,0
TKT-119047,0
TKT-104415,0
TKT-117540,0
TKT-117118,0
TKT-118896,3
TKT-110009,0
TKT-111300,2
TKT-116196,0
TKT-103949,1
TKT-119931,2
TKT-112944,2
TKT-102072,0
TKT-105822,0
TKT-118898,0
TKT-113444,3
TKT-103513,0
TKT-111007,3
TKT-113526,2
TKT-113003,0
TKT-107964,0
TKT-105086,3
TKT-107482,1
TKT-117742,0
TKT-113792,1
TKT-100766,3
TKT-113600,0
TKT-103782,0
TKT-117665,0
TKT-109336,2
TKT-118903,0
TKT-110702,0
TKT-112749,0
TKT-110465,2
TKT-102860,0
TKT-101221,0
TKT-114465,0
TKT-104864,2
TKT-112023,2
TKT-114028,0
TKT-112133,0
TKT-104924,2
TKT-104532,2
TKT-101672,0
TKT-116803,1
TKT-114651,0
TKT-119396,0
TKT-104055,0
TKT-106952,0
TKT-114881,0
TKT-110000,0
TKT-118869,2
TKT-110467,1
TKT-114615,0
TKT-112406,0
TKT-116155,2
TKT-110237,0
TKT-115211,0
TKT-112456,3
TKT-118710,2
TKT-109487,1
TKT-113938,0
TKT-112030,1
TKT-104317,3
TKT-109980,0
TKT-118212,0
TKT-107385,2
TKT-105519,0
TKT-100858,0
TKT-115327,0
TKT-104439,0
TKT-109033,3
TKT-107875,0
TKT-100595,2
TKT-117618,1
TKT-108804,0
TKT-107799,0
TKT-109186,1
TKT-110970,3
TKT-109746,2
TKT-115739,0
TKT-101951,0
TKT-109120,0
TKT-116457,0
TKT-114332,2
TKT-115001,0
TKT-106944,0
TKT-109965,1
TKT-107830,2
TKT-102513,0
TKT-106732,0
TKT-105559,2
TKT-119854,0
TKT-107860,0
TKT-117300,0
TKT-111027,0
TKT-104700,1
TKT-117839,2
TKT-102233,0
TKT-111242,0
TKT-110296,0
TKT-118816,0
TKT-107956,0
TKT-101176,0
TKT-112923,1
TKT-116129,0
TKT-112902,1
TKT-109215,2
TKT-111490,0
TKT-111961,1
TKT-115031,0
TKT-114854,0
TKT-116684,0
TKT-104241,0
TKT-105424,0
TKT-107447,0
TKT-103401,0
TKT-107492,0
TKT-116308,0
TKT-101550,2
TKT-101009,0
TKT-114925,0
TKT-115578,0
TKT-110929,0
TKT-116797,0
TKT-105095,0
TKT-100648,0
TKT-114416,2
TKT-111054,0
TKT-104975,0
TKT-100727,0
TKT-116007,0
TKT-113118,0
TKT-108742,0
TKT-108169,0
TKT-114352,0
TKT-106860,0
TKT-100331,0
TKT-107027,2
TKT-113077,0
TKT-108699,0
TKT-100211,2
TKT-119147,0
TKT-117487,0
TKT-106343,0
TKT-101781,2
TKT-114798,0
TKT-103543,1
TKT-101438,0
TKT-110707,3
TKT-102868,0
TKT-102434,0
TKT-106830,0
TKT-104792,0
TKT-109420,1
TKT-119617,0
TKT-119774,2
TKT-106475,2
TKT-109506,2
TKT-115247,0
TKT-113443,0
TKT-114581,0
TKT-113297,0
TKT-100012,0
TKT-111981,1
TKT-100818,0
TKT-110976,0
TKT-119699,0
TKT-108184,1
TKT-109896,0
TKT-100453,0
TKT-114664,0
TKT-119704,1
TKT-109848,0
TKT-103457,3
TKT-117593,2
TKT-118332,0
TKT-100659,0
TKT-118690,0
TKT-119006,3
TKT-111100,0
TKT-117244,0
TKT-100940,0
TKT-102739,2
TKT-109604,2
TKT-112965,0
TKT-115704,2
TKT-118428,2
TKT-115666,0
TKT-119556,2
TKT-104071,0
TKT-101400,0
TKT-107690,2
TKT-108222,0
TKT-108123,2
TKT-106363,2
TKT-105796,0
TKT-103677,0
TKT-106566,3
TKT-117825,1
TKT-113810,2
TKT-110967,3
TKT-111812,0
TKT-113664,0
TKT-105188,0
TKT-114623,0
TKT-101108,0
TKT-117533,0
TKT-110308,2
TKT-103229,0
TKT-112920,0
TKT-115460,0
TKT-113714,0
TKT-111511,1
TKT-116408,0
TKT-105835,0
TKT-104326,0
TKT-115092,3
TKT-101779,0
TKT-102553,0
TKT-102686,0
TKT-101040,2
TKT-118757,2
TKT-101563,0
TKT-117012,0
TKT-100555,0
TKT-103071,0
TKT-116686,2
TKT-104474,0
TKT-107529,0
TKT-115279,0
TKT-117859,2
TKT-114787,0
TKT-114644,0
TKT-101416,0
TKT-114238,0
TKT-117495,2
TKT-113366,2
TKT-104601,2
TKT-109410,0
TKT-114445,0
TKT-107961,3
TKT-107399,0
TKT-119252,0
TKT-110405,1
TKT-101238,1
TKT-103735,0
TKT-108961,0
TKT-112131,2
TKT-110303,2
TKT-119600,3
TKT-110057,0
TKT-117827,0
TKT-117782,0
TKT-112554,0
TKT-109019,2
TKT-110894,0
TKT-117832,1
TKT-100028,0
TKT-115855,0
TKT-100355,0
TKT-109621,2
TKT-103170,0
TKT-119635,2
TKT-117035,0
TKT-118129,0
TKT-119658,2
TKT-108524,2
TKT-105643,1
TKT-106865,0
TKT-114707,0
TKT-113359,0
TKT-103675,0
TKT-104224,3
TKT-100964,3
TKT-106749,0
TKT-100120,0
TKT-106794,0
TKT-104228,3
TKT-105579,2
TKT-100328,2
TKT-104710,0
TKT-103281,0
TKT-102370,0
TKT-105522,0
TKT-102544,0
TKT-113559,2
TKT-118958,0
TKT-111077,0
TKT-116569,2
TKT-110871,0
TKT-102178,1
TKT-104898,0
TKT-105153,2
TKT-101209,0
TKT-112955,0
TKT-117333,2
TKT-112919,0
TKT-103123,0
TKT-100078,2
TKT-109736,0
TKT-114158,2
TKT-103766,0
TKT-118853,0
TKT-116709,2
TKT-119293,0
TKT-110892,0
TKT-100600,0
TKT-109137,0
TKT-104550,0
TKT-100943,2
TKT-118095,1
TKT-113753,0
TKT-117257,2
TKT-114830,0
TKT-109314,0
TKT-116185,0
TKT-115419,0
TKT-101561,0
TKT-104869,2
TKT-110189,0
TKT-106213,0
TKT-113123,0
TKT-104541,0
TKT-101782,3
TKT-112270,0
TKT-101095,0
TKT-105544,0
TKT-101946,0
TKT-115400,0
TKT-119269,0
TKT-118503,0
TKT-100677,3
TKT-110797,1
TKT-106789,2
TKT-101392,0
TKT-110661,0
TKT-100752,2
TKT-115508,1
TKT-103737,0
TKT-102976,2
TKT-106694,0
TKT-103215,2
TKT-114574,0
TKT-109969,0
TKT-101770,0
TKT-119120,0
TKT-116547,0
TKT-110912,0
TKT-111675,0
TKT-103022,0
TKT-105401,1
TKT-107856,0
TKT-111204,2
TKT-110100,0
TKT-106875,0
TKT-113739,2
TKT-105191,2
TKT-104619,0
TKT-117178,0
TKT-115040,0
TKT-114014,0
TKT-116271,2
TKT-108719,0
TKT-114272,0
TKT-113553,2
TKT-108146,0
TKT-107968,2
TKT-104264,2
TKT-113735,0
TKT-110652,2
TKT-106825,0
TKT-108113,2
TKT-110111,0
TKT-100701,0
TKT-106170,0
TKT-112019,0
TKT-108159,0
TKT-106870,0
TKT-118623,0
TKT-104423,2
TKT-106862,0
TKT-106986,3
TKT-104868,2
TKT-109490,0
TKT-104376,0
TKT-115611,0
TKT-109544,2
TKT-102926,0
TKT-115488,0
TKT-109825,0
TKT-109479,0
TKT-108733,0
TKT-117417,0
TKT-118133,1
TKT-104350,0
TKT-114182,0
TKT-103697,1
TKT-102013,2
TKT-119623,0
TKT-115518,2
TKT-117254,0
TKT-105677,0
TKT-112268,2
TKT-113889,0
TKT-102147,0
TKT-108788,0
TKT-102705,0
TKT-118172,0
TKT-110086,0
TKT-114593,0
TKT-109699,0
TKT-115817,0
TKT-110955,0
TKT-112635,2
TKT-106841,2
TKT-110427,2
TKT-100810,0
TKT-105317,0
TKT-113517,2
TKT-100312,0
TKT-102073,0
TKT-109730,2
TKT-117399,0
TKT-117168,0
TKT-107734,1
TKT-100885,0
TKT-109669,0
TKT-101790,0
TKT-113371,0
TKT-113601,0
TKT-110200,1
TKT-103454,2
TKT-108874,1
TKT-103895,0
TKT-118006,0
TKT-116903,0
TKT-118340,0
TKT-108249,0
TKT-119033,2
TKT-108012,0
TKT-112213,3
TKT-110591,2
TKT-114558,0
TKT-118840,0
TKT-115189,1
TKT-107925,2
TKT-101468,2
TKT-109608,0
TKT-100470,3
TKT-110550,0
TKT-102722,0
TKT-105419,0
TKT-112560,0
TKT-119221,0
TKT-118473,0
TKT-114426,2
TKT-106041,0
TKT-102744,0
TKT-104569,0
TKT-112105,2
TKT-112256,0
TKT-102161,1
TKT-117799,2
TKT-104674,1
TKT-107456,2
TKT-109247,0
TKT-118800,0
TKT-114975,0
TKT-117278,0
TKT-112911,0
TKT-110116,0
TKT-106379,0
TKT-113815,0
TKT-117383,0
TKT-103876,0
TKT-101075,0
TKT-109307,0
TKT-103936,0
TKT-111725,1
TKT-118502,1
TKT-118659,0
TKT-107141,0
TKT-111224,1
TKT-104207,1
TKT-106713,3
TKT-109747,0
TKT-109644,2
TKT-102149,3
TKT-108511,2
TKT-113504,0
TKT-110114,0
TKT-109485,2
TKT-100074,2
TKT-115786,0
TKT-119858,0
TKT-107339,1
TKT-116699,0
TKT-116801,0
TKT-110321,1
TKT-112477,0
TKT-114733,2
TKT-117116,0
TKT-118537,2
TKT-118697,0
TKT-102509,0
TKT-107281,2
TKT-109244,2
TKT-114044,2
TKT-116626,0
TKT-104067,2
TKT-109648,0
TKT-113462,0
TKT-117869,1
TKT-111434,0
TKT-103145,2
TKT-113535,0
TKT-113984,0
TKT-114556,0
TKT-111600,3
TKT-112281,1
TKT-105131,1
TKT-107926,3
TKT-117729,0
TKT-117944,0
TKT-100540,0
TKT-104235,2
TKT-105507,0
TKT-117125,0
TKT-111857,0
TKT-115115,0
TKT-114672,2
TKT-111560,0
TKT-100754,0
TKT-113352,2
TKT-116844,2
TKT-102542,0
TKT-106073,0
TKT-115975,0
TKT-112804,2
TKT-105218,0
TKT-112786,0
TKT-119872,2
TKT-100237,0
TKT-104271,3
TKT-105875,0
TKT-106657,0
TKT-100100,2
TKT-115803,0
TKT-118885,0
TKT-115680,2
TKT-116757,0
TKT-105362,0
TKT-104766,2
TKT-107503,0
TKT-115126,2
TKT-108793,0
TKT-115621,0
TKT-101308,0
TKT-101582,0
TKT-118134,2
TKT-102431,0
TKT-101044,0
TKT-117647,2
TKT-109749,2
TKT-105009,0
TKT-118714,2
TKT-101487,0
TKT-107633,2
TKT-110931,0
TKT-118198,0
TKT-110307,2
TKT-105795,2
TKT-105491,3
TKT-116829,0
TKT-100618,3
TKT-103799,2
TKT-111797,0
TKT-116597,0
TKT-111588,1
TKT-101600,0
TKT-116623,0
TKT-101849,0
TKT-109807,0
TKT-101752,0
TKT-114234,0
TKT-102040,0
TKT-102083,0
TKT-107965,0
TKT-114706,2
TKT-100546,2
TKT-106199,0
TKT-117321,3
TKT-115668,1
TKT-101356,0
TKT-105147,0
TKT-117319,1
TKT-108867,0
TKT-110737,0
TKT-119316,2
TKT-112191,2
TKT-110694,1
TKT-106014,0
TKT-107169,1
TKT-100175,1
TKT-119546,2
TKT-102208,0
TKT-118605,0
TKT-117758,0
TKT-103787,2
TKT-110417,2
TKT-115535,2
TKT-114137,0
TKT-109318,0
TKT-113632,0
TKT-119538,2
TKT-117137,3
TKT-102441,0
TKT-112446,0
TKT-101322,3
TKT-101603,0
TKT-109945,0
TKT-108014,1
TKT-110944,0
TKT-104065,0
TKT-101294,0
TKT-102000,0
TKT-116887,0
TKT-102063,2
TKT-101507,2
TKT-116808,0
TKT-101559,0
TKT-114575,0
TKT-105577,1
TKT-112295,2
TKT-112578,1
TKT-110688,1
TKT-113066,0
TKT-112437,0
TKT-117780,0
TKT-105611,3
TKT-117440,1
TKT-105335,0
TKT-109546,0
TKT-119644,0
TKT-104141,2
TKT-107938,0
TKT-103549,2
TKT-106016,0
TKT-106906,2
TKT-114054,2
TKT-112224,2
TKT-106720,2
TKT-101235,2
TKT-116814,2
TKT-118204,2
TKT-110643,0
TKT-118920,2
TKT-102251,0
TKT-109217,2
TKT-103670,0
TKT-113707,0
TKT-115502,0
TKT-112434,1
TKT-119815,0
TKT-108505,0
TKT-117075,0
TKT-114032,0
TKT-109909,0
TKT-118256,2
TKT-100947,2
TKT-111689,0
TKT-106985,0
TKT-115991,2
TKT-102970,2
TKT-114910,0
TKT-114127,0
TKT-103885,0
TKT-119624,1
TKT-117619,0
TKT-114792,2
TKT-111910,2
TKT-106697,2
TKT-112365,0
TKT-113042,0
TKT-117378,0
TKT-111079,1
TKT-117935,0
TKT-107131,2
TKT-106058,2
TKT-101840,0
TKT-112210,0
TKT-101564,0
TKT-103673,0
TKT-119459,1
TKT-104311,0
TKT-104698,0
TKT-110750,0
TKT-103320,3
TKT-105192,0
TKT-110464,3
TKT-104468,0
TKT-104773,2
TKT-106575,3
TKT-116461,2
TKT-104709,3
TKT-100847,1
TKT-112916,0
TKT-100838,0
TKT-108740,3
TKT-111125,0
TKT-107532,0
TKT-116746,0
TKT-107759,0
TKT-104597,2
TKT-109609,0
TKT-105785,0
TKT-119934,0
TKT-118262,2
TKT-119385,0
TKT-100604,0
TKT-117270,0
TKT-110270,0
TKT-117537,0
TKT-107225,0
TKT-102311,0
TKT-114640,2
TKT-113627,0
TKT-101982,0
TKT-108391,0
TKT-108677,2
TKT-111462,0
TKT-105728,1
TKT-102823,0
TKT-104551,0
TKT-105336,2
TKT-111437,2
TKT-104453,2
TKT-108186,0
TKT-112093,2
TKT-111353,2
TKT-103749,0
TKT-117894,0
TKT-113581,3
TKT-108001,0
TKT-118103,0
TKT-110986,2
TKT-111574,2
TKT-116645,0
TKT-109079,1
TKT-100524,0
TKT-116792,2
TKT-109139,2
TKT-108450,0
TKT-119887,0
TKT-118388,0
TKT-115101,0
TKT-100122,0
TKT-104366,0
TKT-113114,3
TKT-113202,0
TKT-102302,0
TKT-107397,0
TKT-111609,0
TKT-117379,0
TKT-105820,0
TKT-109197,0
TKT-111652,0
TKT-112381,0
TKT-117346,0
TKT-108880,0
TKT-103055,0
TKT-103566,0
TKT-100048,0
TKT-110324,0
TKT-100501,0
TKT-103185,0
TKT-113717,0
TKT-100229,0
TKT-116827,1
TKT-112193,0
TKT-102824,0
TKT-108772,0
TKT-115051,0
TKT-103007,0
TKT-114023,0
TKT-104305,0
TKT-119563,3
TKT-101074,0
TKT-110942,2
TKT-115318,0
TKT-117677,2
TKT-107653,0
TKT-107210,2
TKT-102944,2
TKT-112656,1
TKT-110910,0
TKT-115184,2
TKT-117326,0
TKT-108638,2
TKT-110362,0
TKT-104433,0
TKT-114726,0
TKT-104161,0
TKT-103117,2
TKT-117598,0
TKT-106878,0
TKT-117351,0
TKT-110260,0
TKT-111232,2
TKT-105322,1
TKT-114617,1
TKT-117074,0
TKT-102419,0
TKT-118771,1
TKT-117220,0
TKT-107170,0
TKT-114855,0
TKT-114299,0
TKT-101017,0
TKT-113229,0
TKT-108540,3
TKT-107743,0
TKT-101928,2
TKT-118669,0
TKT-100350,0
TKT-117976,2
TKT-100223,2
TKT-106030,0
TKT-119377,0
TKT-119341,0
TKT-109179,0
TKT-115015,2
TKT-102500,0
TKT-119907,2
TKT-115800,0
TKT-100564,0
TKT-109774,0
TKT-110367,0
TKT-108089,0
TKT-116247,0
TKT-116179,0
TKT-103385,2
TKT-103933,0
TKT-107959,0
TKT-102707,0
TKT-102790,0
TKT-103446,3
TKT-115063,0
TKT-103535,1
TKT-110920,2
TKT-115820,2
TKT-115225,0
TKT-111931,0
TKT-119821,2
TKT-117731,0
TKT-107525,3
TKT-100821,0
TKT-110255,0
TKT-118516,0
TKT-108278,2
TKT-108273,0
TKT-116188,0
TKT-119297,0
TKT-110889,2
TKT-109023,0
TKT-112018,2
TKT-107645,1
TKT-115439,2
TKT-116600,2
TKT-102833,0
TKT-111238,0
TKT-110372,0
TKT-107406,2
TKT-114742,0
TKT-119102,0
TKT-108240,0
TKT-111940,0
TKT-113569,0
TKT-117314,0
TKT-109979,0
TKT-119837,3
TKT-107768,0
TKT-117376,2
TKT-104095,2
TKT-102689,3
TKT-101189,2
TKT-109285,3
TKT-104845,0
TKT-105210,0
TKT-103990,0
TKT-108060,0
TKT-110565,0
TKT-105676,0
TKT-115804,0
TKT-110950,3
TKT-116274,2
TKT-115959,0
TKT-116365,0
TKT-114964,2
TKT-114317,2
TKT-114392,2
TKT-113487,0
TKT-103880,0
TKT-116221,1
TKT-119361,0
TKT-119366,1
TKT-104934,0
TKT-114731,1
TKT-119204,0
TKT-111975,1
TKT-107746,0
TKT-118655,0
TKT-105235,2
TKT-103945,2
TKT-110121,2
TKT-102164,0
TKT-102886,0
TKT-110109,0
TKT-108714,1
TKT-108708,2
TKT-117701,0
TKT-112573,2
TKT-105666,2
TKT-100172,2
TKT-100639,0
TKT-117451,1
TKT-114627,0
TKT-118671,2
TKT-113018,0
TKT-105065,2
TKT-109335,2
TKT-101548,0
TKT-107435,0
TKT-115624,0
TKT-110932,2
TKT-110024,0
TKT-115919,0
